Company_ID,Company,Physical_Address,Physical_City,Physical_State,Physical_Zip,Physical_County,Mailing_Address,Mailing_City,Mailing_State,Mailing_Zip,Phone,Alternate_Phone,Toll_Free,Fax,Website,Email,Employees_on_Site,Annual_Sales,Year_Established,Area_of_Distribution,Ownership,Imports,Woman_Owned,Minority_Owned,Business_Description
310818,Aaron Industries Corp.,20 Mohawk Dr.,Leominster,MA,01453,Worcester,PO Box 607,Leominster,MA,01453-0607,978-534-6135,,800-915-6159,978-537-7360,www.aaroninc.com,sales@aaroninc.com,20,,1986,Regional,,N,N,N,Thermoplastic compounds & resins
471408,Aaron Pallet Corp.,88 Benson St.,Fitchburg,MA,01420,Worcester,PO Box 396,Winchendon,MA,01475-0396,978-343-4800,,800-248-7543,978-343-0332,www.aaronpallet.com,info@aaronpallet.com,28,,1964,Regional,Private Corporation,N,N,N,"Manufacturer & distributor of new, used & remanufactured wooden pallets & wholesaler of recycled cardboard, plastic & scrap metal"
314564,"AB Group, Inc., The",40 John Williams St.,Attleboro,MA,02703,Bristol,PO Box 546,Attleboro,MA,02703-0010,508-222-1404,,800-451-2922,508-226-1954,,abgroup@verizon.net,20,$1Mil-$5Mil,1967,National,Private Corporation,Y,N,N,"Precious metal jewelry, including men's accessories, polishing, electroplating & engraving"
293773,"ABB Concise Optical Group, LLC",125 Enterprise Dr.,Marshfield,MA,02050,Plymouth,125 Enterprise Dr,Marshfield,MA,02050-2132,781-536-0190,,800-225-1812,800-851-2470,www.abbconcise.com,,65,"$500,000-$1Mil",1974,National,Private Corporation,N,N,N,Gas-permeable & soft contact lenses
293966,"Abbott-Action, Inc.",3 Venus Way,Attleboro,MA,02703,Bristol,PO Box 2306,Pawtucket,RI,02861-0306,781-821-8200,,800-225-9784,781-821-1919,www.abbottaction.com,design@abbottaction.com,100,$10Mil-$20Mil,1938,Local,Private Corporation,N,N,N,Corporate headquarters & corrugated & protective packaging
310515,"Abboud Mfg., Joseph",689 Belleville Ave.,New Bedford,MA,02745,Bristol,689 Belleville Ave,New Bedford,MA,02745-6011,508-999-1301,,,508-999-1320,www.josephabboud.com,ars38@tmw.com,730,$25Mil-$100Mil,1986,International,Public Corporation,Y,N,N,Men's coats & suits
3748071,"AbbVie, Inc.",100 Research Dr.,Worcester,MA,01605,Worcester,100 Research Dr,Worcester,MA,01605-4312,508-849-2500,,,,www.abbviecontractmfg.com,abbviecontractmfg@abbvie.com,400,$100Mil-$250Mil (est),,,Public Corporation,,N,N,Contract pharmaceutical manufacturing
1669115,"Abcam, Inc.","1 Kendall Sq., Bldg. 200, 3rd Fl.",Cambridge,MA,02139,Middlesex,1 Kendall Sq Bldg 3,Cambridge,MA,02139-1562,617-225-2272,,888-772-2226,866-739-9884,www.abcam.com,us.orders@abcam.com,113,,1998,International,Private Corporation,Y,N,N,Corporate headquarters & antibodies & diagnostic reagents
312880,"ABCO Tool & Die, Inc.",11 Thornton Dr.,Hyannis,MA,02601,Barnstable,PO Box 458,Hyannis,MA,02601-0458,508-771-3225,,,508-775-5023,www.abcomolds.com,sales@abcomolds.com,20,$1Mil-$2.5Mil,1972,International,Private Corporation,N,N,N,Custom plastic injection molds
313047,"Abel Womack, Inc.",1 International Way,Lawrence,MA,01843,Essex,1 International Way,Lawrence,MA,01843-1065,978-989-9400,,800-554-2887,978-989-9401,www.abelwomack.com,solutions@abelwomack.com,100,$50Mil-$100Mil,1922,Regional,Private Corporation,N,N,N,"Distributor of material handling equipment, including lift trucks, carousels, conveyors, racks, shelving, cranes & design, engineering, implementation & construction management services"
293552,"ABIOMED, Inc.",22 Cherry Hill Dr.,Danvers,MA,01923,Essex,22 Cherry Hill Dr,Danvers,MA,01923-2575,978-777-5410,,800-422-8666,978-762-3590,www.abiomed.com,hr@abiomed.com,500,,1981,International,Public Corporation,N,N,N,Cardiac devices & heart replacements
313271,ABnote North America,225 Rivermoor St.,Boston,MA,02132,Suffolk,225 Rivermoor St,Boston,MA,02132-4905,617-325-9600,,800-776-7333,617-327-1235,www.abnotena.com,abco@abco.com,240,,1934,International,Private Corporation,Y,N,N,Plastic cards
302633,"Absolute Metal Finishing, Inc.",90 Morse St.,Norwood,MA,02062,Norfolk,90 Morse St,Norwood,MA,02062-4326,781-551-8235,,,781-551-8225,www.absolutemetal.com,mdeneen@absolutemetal.com,27,,1992,Regional,,N,N,N,"Nickel, electroless nickel & precious metal plating, polishing, finishing & anodizing"
3728476,"AC General, Inc.","197 Boston Post Rd. W., Ste. M-307",Marlborough,MA,01752,Middlesex,197 Boston Post Rd W Ste M-307,Marlborough,MA,01752-1840,978-568-8229,,,978-568-3497,www.acgen.com,support@acgen.com,50,$5Mil-$10Mil,1990,National,,N,Y,N,"60Hz & 400Hz standard single & 3-phase power distribution units (PDUs), AC control & lockout panel assembly & power cables"
3691908,"Accelerated Media Technologies, Inc.",19 Technology Dr.,Auburn,MA,01501,Worcester,19 Technology Dr,Auburn,MA,01501-3210,508-459-0300,,,508-459-0730,www.acceleratedmt.com,admin@acceleratedmt.com,28,$6Mil-$10Mil,2010,International,Private Corporation,N,N,N,Broadcast media vehicle conversions for television news crews
3711464,Access Fixtures,40 Jackson St.,Worcester,MA,01608,Worcester,40 Jackson St,Worcester,MA,01608-2210,508-340-4192,,888-521-2582,,www.accessfixtures.com,sales@accessfixtures.com,50,$5Mil-$10Mil,2009,International,Limited Liability Company,N,N,N,"Commercial & sports lighting fixtures, including bollard lights, wall packs, parking lot lighting, high bay lighting, vandal-resistant lighting, LED troffers & LED tube lights"
315095,"Access T C A, Inc.",1 Main St.,Whitinsville,MA,01588,Worcester,1 Main St,Whitinsville,MA,01588-2238,508-234-9791,,,508-234-2139,www.accesstca.com,info@accesstca.com,111,$50Mil,1985,,,,N,N,Corporate headquarters & trade-show displays
381480,Accu Trak Tool Corp.,490 Stafford St.,Cherry Valley,MA,01611,Worcester,490 Stafford St,Cherry Valley,MA,01611-3307,508-892-1787,,800-433-4933,508-892-1789,www.accu-trak.com,info@accu-trak.com,27,,1985,International,,N,N,N,Knurling tool & die job shop
471528,"Accudynamics, Inc.",240 Kenneth Welch Dr.,Lakeville,MA,02347,Plymouth,240 Kenneth Welch Dr,Lakeville,MA,02347-1348,508-946-4545,,,508-946-0707,www.accudynamics.com,info@accudynamics.com,70,$6Mil-$10Mil,1984,International,Public Corporation,N,N,N,Precision cast & machined parts & assemblies
311359,Accumet Engineering Corp.,518 Main St.,Hudson,MA,01749,Middlesex,518 Main St,Hudson,MA,01749-2909,978-568-8311,,,978-562-4384,www.accumet.com,sales@accumet.com,30,,1970,Local,Private Corporation,N,N,N,Lapped & polished ceramic substrates
301705,"Accuprobe, Inc.","35 Congress St., Ste. 201",Salem,MA,01970,Essex,35 Congress St Ste 201,Salem,MA,01970-7315,978-745-7878,,,978-745-7922,www.accuprobe.com,info@accuprobe.com,20,,1976,International,Private Corporation,N,N,N,Microcircuit-testing probe cards
3674950,"Accurate Fasteners, Inc.",550 E. 1st St.,Boston,MA,02127,Suffolk,550 E 1st St,Boston,MA,02127-1403,617-268-8300,,800-228-3278,617-269-8783,www.actfast.com,sales@actfast.com,36,,1971,Local,Private Corporation,Y,N,N,Distributor of fasteners
297973,"Accurate Metal Finishing, Inc.",414 South St.,Randolph,MA,02368,Norfolk,414 South St,Randolph,MA,02368-5338,781-963-7300,,,781-986-2134,www.accuratemetalfinishing.com,accurmetal@aol.com,30,,1967,Local,Sole Ownership,N,N,N,"Metal finishing, including aluminum anodizing, stainless steel polishing & electropolishing"
296141,"Accurate Plastics, Inc.",33 Technology Park Dr.,East Falmouth,MA,02536,Barnstable,33 Technology Park Dr,East Falmouth,MA,02536-4442,508-457-9097,,800-431-2274,508-457-9275,www.acculam.com,sales@acculam.com,30,,1980,International,Private Corporation,N,N,N,High-pressure NEMA grade industrial laminates
1669306,"Accurate Services, Inc.","951 Broadway, 4th Fl.",Fall River,MA,02724,Bristol,PO Box 6129,Fall River,MA,02724-0697,508-674-5773,,,508-674-5649,www.accurateservice.com,info@accurateservice.com,45,,1975,International,Private Corporation,Y,N,N,"Contract sewing, finishing & packaging of hanging, flat packed & boxed clothing & sewn goods for the garment industry including sewn labels, alterations, garment hemming, warehousing, shipping & distribution"
3697244,Accuratus Lab Services,104 Gold St.,Agawam,MA,01001,Hampden,104 Gold St,Agawam,MA,01001-3807,413-786-1680,,800-631-1680,413-789-4334,www.accuratuslabs.com,,100,,1984,,,,N,N,"Contract manufacturing for the medical device, pharmaceutical & biotechnology industries, including aseptic processing"
1786238,AccuRev,"300 Baker Ave., Ste. 205",Concord,MA,01742,Middlesex,300 Baker Ave Ste 205,Concord,MA,01742-2131,978-341-5300,,877-772-4450,978-341-5307,www.microfocus.com,kishor.devarakonda@microfocus.com,45,,2006,International,Private Corporation,N,N,N,Software development & configuration management
312403,AccuRounds,74 Bodwell St.,Avon,MA,02322,Norfolk,74 Bodwell St,Avon,MA,02322-1113,508-587-3500,,877-882-2228,508-580-8686,www.accurounds.com,info@accurounds.com,75,,1976,International,Private Corporation,N,N,N,"Contract precision turned components, including CNC Swiss screw machining, CNC turning, CNC milling, centerless & cylindrical grinding & assemblies"
312839,"Accutech Packaging, Inc.",157 Green St.,Foxborough,MA,02035,Norfolk,157 Green St,Foxborough,MA,02035-2868,508-543-3800,,,508-543-0330,www.accutechpkg.com,jwhitesell@accutechpkg.com,80,,1986,Local,Private Corporation,N,N,N,"Manufacturer & distributor of thermoform packaging, mailing bags & packaging machinery"
1702690,"Accutronics, Inc.","10 Elizabeth Dr., Ste. 2",Chelmsford,MA,01824,Middlesex,10 Elizabeth Dr Ste 2,Chelmsford,MA,01824-4145,978-250-9144,,,978-250-9145,www.accutronics-ems.com,sales@accutronics-ems.com,80,,2004,Regional,Private Corporation,N,N,N,Printed SMT & TH circuit board assembly & electronic subassemblies
294306,"Ace Precision, Inc.",1123 Suffield St.,Agawam,MA,01001,Hampden,PO Box 309,Agawam,MA,01001-0309,413-789-7536,,,413-789-7537,,admin@aceprecisioninc.com,24,"$500,000-$1Mil",1997,Regional,Private Corporation,N,N,N,Aircraft & spacecraft parts
1702620,Ace Surgical Supply Co.,1034 Pearl St.,Brockton,MA,02301,Plymouth,1034 Pearl St,Brockton,MA,02301-5411,508-588-3100,,800-441-3100,800-583-3150,www.acesurgical.com,info@acesurgical.com,50,,1967,International,Limited Liability Company,N,N,N,"Distributor of dental & surgical supplies, including bone grafting materials, instruments, instrument kits, implants & surgical motors & drills"
295975,Ace-Lon Corp.,960 Eastern Ave.,Malden,MA,02148,Middlesex,PO Box 642,Malden,MA,02148-0006,781-322-7121,,,781-322-4863,www.ace-lon.com,amounsey@ace-lon.com,37,,1952,National,Private Corporation,N,N,N,Plastic bags
525084,Acme Apparel,46 Blackburn Ctr.,Gloucester,MA,01930,Essex,PO Box 820,Gloucester,MA,01931-0820,978-282-4800,,,978-282-7300,www.acmeapparel.com,sales@acmeapparel.com,20,,1996,International,Sole Ownership,N,Y,N,Full-service screen printing of branded & promotional merchandise & apparel
1879392,Acme Auto Co. Of Cambridge,461 Columbia St.,Somerville,MA,02143,Middlesex,461 Columbia St,Somerville,MA,02143-4102,617-491-1292,,,,,,35,,,,,,N,N,"Distributor of used automotive parts, including engines"
312865,"Acme Bookbinding Co., Inc.",100 Cambridge St.,Charlestown,MA,02129,Suffolk,80 Cambridge St,Charlestown,MA,02129-1303,617-242-1100,,,617-242-3764,www.acmebook.com,info@acmebook.com,125,,1958,National,,N,N,N,Hard cover & paperback bookbinding & digital printing
301244,Acme HF Group,100 Cambridge St.,Charlestown,MA,02129,Suffolk,100 Cambridge St,Charlestown,MA,02129-1228,617-242-1100,,,617-242-3764,www.acmebook.com,paul@hfgroup.com,100,"$500,000-$1Mil",1908,National,Private Corporation,N,N,N,"Custom hand-sewn spine bookbinding of theses, legal documents, menus, periodicals & textbooks & music & closing books for corporate, public, university & legal libraries & restaurants, including printing, foil stamping & restoration"
381208,"Acme Shorey Precast Concrete Products, Inc.",36 Greg Western Rd.,Harwich,MA,02645,Barnstable,36 Greg Western Rd.,Harwich,MA,2645,508-548-9607,,800-560-9949,508-548-1664,,kcleveland@acmeshorey.com,20,,1970,Local,Private Corporation,N,N,N,Precast concrete products
312868,"Acon, Inc.",22 Bristol Dr.,South Easton,MA,02375,Bristol,22 Bristol Dr,South Easton,MA,02375-1108,508-230-8022,,800-336-8022,508-230-2371,www.aconinc.com,sales@aconinc.com,20,,1988,International,Private Corporation,Y,N,N,DC/DC converters from 2-800 watts
381206,Acorn Manufacturing Co.,457 School St.,Mansfield,MA,02048,Bristol,PO Box 31,Mansfield,MA,02048-0031,508-339-4500,,800-835-0121,508-339-0104,www.acornmfg.com,info@acornmfg.com,25,,1937,National,Private Corporation,N,N,N,Hardware & related products
305619,"Acoustic Technology, Inc.",30 Jeffries St.,East Boston,MA,02128,Suffolk,30 Jeffries St,East Boston,MA,02128-2211,617-567-4969,,800-653-1494,617-569-2964,www.atisystem.com,info@atisystem.com,45,"$500,000-$1Mil",1981,International,Private Corporation,N,N,N,"Emergency warning & mass notification systems for the campus, community, industrial & military markets"
313100,Acromatic Plastics,32 Jungle Rd.,Leominster,MA,01453,Worcester,32 Jungle Rd,Leominster,MA,01453-5208,978-537-4102,,,978-537-0952,www.acromaticplastics.com,peterc@acromaticplastics.com,50,$7Mil,1973,National,Partnership,N,N,N,"Custom plastic injection molding of medical, industrial & automotive products"
3657757,"Acronis, Inc.","300 Trade Ctr., Ste. 6700",Woburn,MA,01801,Middlesex,1 Van De Graaff Dr Ste 301,Burlington,MA,01803-5171,781-782-9000,,,781-782-9001,www.acronis.com,sales@acronics.com,115,$26Mil-$50Mil,2010,International,Private Corporation,N,N,N,Backup & disaster recovery software development
471180,Action Unlimited,100-1 Domino Dr.,Concord,MA,01742,Middlesex,100 Domino Dr # 1,Concord,MA,01742-2817,978-371-2442,,,,www.actionunlimited.com,ads@actionunlimited.com,20,,1970,,Private Corporation,N,N,N,Newspaper publishing
301417,Acton Metal Processing Corp.,41 Athletic Field Rd.,Waltham,MA,02154,Middlesex,PO Box 671,Waltham,MA,2154,781-893-5890,,,781-647-4226,www.actonmetal.com,,25,,1963,National,Private Corporation,N,N,N,Metal finishing
313043,Acumentrics Corp.,20 Southwest Pk.,Westwood,MA,02090,Norfolk,20 Southwest Pk.,Westwood,MA,2090,781-461-8251,,,781-461-1261,www.acumentrics.com,sales@acumentrics.com,90,$1Mil-$2.5Mil,1994,International,Private Corporation,N,N,N,Power supplies & solid oxide fuel cells
522321,Acushnet Co.,333 Bridge St.,Fairhaven,MA,02719,Bristol,PO Box 965,Fairhaven,MA,02719-0965,508-979-2000,,800-225-8500,508-979-3927,www.acushnetgolf.com,eric_soderstrom@acushnetgolf.com,475,$50Mil-$100Mil,1932,,Public Corporation,,N,N,Company headquarters & golf equipment
3657733,Acushnet Co.,256 Samuel Barnet Blvd.,New Bedford,MA,02745,Bristol,PO Box 965,Fairhaven,MA,02719-0965,508-979-2156,,800-225-8500,508-979-2211,www.acushnetcompany.com,sales@acushnetgolf.com,40,$5Mil-$10Mil (est),,,Public Corporation,,N,N,Golf balls
3678034,Acushnet Co.,700 Belleville Ave.,New Bedford,MA,02745,Bristol,PO Box 965,New Bedford,MA,02741-0965,800-225-8500,,,508-979-2541,www.acushnetgolf.com,sales@acushnetgolf.com,300,,1936,International,Public Corporation,Y,N,N,Golf balls
2905086,"ADA Solutions, Inc.","10 Elizabeth Dr., Ste. 5",Chelmsford,MA,01824,Middlesex,PO Box 3,North Billerica,MA,01862-0003,978-262-9900,,800-372-0519,978-262-9125,www.adatile.com,info@adatile.com,20,,1994,International,Private Corporation,N,N,N,"Composite cast-in-place, surface mount & replaceable stainless steel tactile warning tiles & visually impaired wayfinding signs for transit platforms, multimodal transit centers, pedestrian crossings & curb ramps"
309411,"Ad-A-Day Co., Inc.",245 W. Water St.,Taunton,MA,02780,Bristol,PO Box 950,Taunton,MA,02780-0950,508-824-8676,,800-695-5885,508-824-2802,www.ad-a-day.com,sales@ad-a-day.com,22,$2.5Mil-$5Mil,1946,International,Private Corporation,N,N,N,"Paper & board desk & wall calendars, journals, planners, programs, date books, desktop & tabletop accessories, including specialty offset, digital & letterpress printing, foil & blind stamping & die cutting"
311978,"Adams Cutting Die, John J.",164 S. Quinsigamond Ave.,Shrewsbury,MA,01545,Worcester,PO Box 4393,Shrewsbury,MA,01545-7393,508-757-3894,,800-356-0110,508-753-8016,www.adamsdie.com,jadamscuttingdie@gmail.com,50,$2.5Mil-$5Mil,1857,International,Sole Ownership,N,N,N,"Cutting dies for paper, leather, rubber, plastic & fabric, including high dies, clicker dies, envelope dies, label dies & punch dies"
1669188,"Adams Media, A Div. Of F+W Publications, Inc.","57 Littlefield St., 2nd Fl.",Avon,MA,02322,Norfolk,57 Littlefield St Ste 2,Avon,MA,02322-1934,508-427-7100,,800-872-5627,508-427-6790,www.adamsmedia.com,info@adamsmedia.com,60,,2004,Local,Private Corporation,Y,N,N,Book publishing
1879863,"Adams Oil Co., Inc., Don",400 Myrtle St.,New Bedford,MA,02746,Bristol,400 Myrtle St,New Bedford,MA,02746-1682,508-994-5236,,,508-990-3356,www.donadamsoil.com,info@donadamsoil.com,25,,1958,Local,Private Corporation,N,N,N,Distributor of fuel oils
298072,"Adaptive Networks, Inc.",123 Highland Ave.,Needham,MA,02494,Norfolk,123 Highland Ave,Needham,MA,02494-3005,781-444-4170,,,781-444-4245,www.adaptivenetworks.com,sales@adaptivenetworks.com,20,,1983,International,Private Corporation,Y,N,N,Powerline networking products
313092,"Adaptive Optics Associates Xinetics, Inc.",10 Wilson Rd.,Cambridge,MA,02138,Middlesex,10 Wilson Rd,Cambridge,MA,02138-1128,617-806-1400,,,617-806-1899,www.northropgrumman/aox.com,aoxinfo@ngc.com,160,,1976,National,Public Corporation,N,N,N,"Corporate headquarters & adaptive optical instruments, beams, scanning & dimensioning systems & wave-front sensors"
312874,Adaptive Wireless Solutions,"577 Main St., Ste. 300",Hudson,MA,01749,Middlesex,577 Main St Ste 300,Hudson,MA,01749-3046,978-568-0500,,,978-875-6000,www.adaptive-wireless.com,,20,,1984,International,Private Corporation,N,N,N,Temperature transmitters
312876,Adcole Corp.,669 Forest St.,Marlborough,MA,01752,Middlesex,669 Forest St,Marlborough,MA,01752-3067,508-485-9100,,,508-481-6142,www.adcole.com,sales@adcole.com,130,$25Mil-$30Mil,1957,International,Private Corporation,Y,N,N,Corporate headquarters & aerospace instruments & cylindrical coordinate measuring machines
296568,"Adcotron EMS, Inc.","12 Channel St., Ste. C",Boston,MA,02210,Suffolk,12 Channel St Ste C,Boston,MA,02210-2340,617-598-3000,,,617-598-3001,www.adcotron.com,contact@adcotron.com,70,,1976,International,Private Corporation,Y,N,N,Contract printed circuit board & system assembly
3677092,Adder Technology,24 Henry Graf Rd.,Newburyport,MA,01950,Essex,24 Graf Rd,Newburyport,MA,01950-4015,888-932-3337,,,888-275-1117,www.adder.us,us.adder@adder.com,100,$10Mil-$25Mil (est),1984,International,Private Corporation,,N,N,"KVM switches, video & audio extenders & IP devices for digital signage, broadcasting, governmental, medical & banking applications"
